Year/Month,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,No. of cos.,Average_PER(times),Average_PBR(times),"Average_Earnings
Per Share(Yen)","Average_Net Assets
Per Share(Yen)","Weighted average_
PER(times)","Weighted average_
PBR(times)","Weighted average_
Earnings(￥)","Weighted average_
Net Assets(￥)"
2025/03,プライム市場,Prime,25 情報・通信業,25 Information & Communication,177.0,23.2,2.3,110.98,1129.14,23.2,1.7,3879683100000.0,54451422000000.0
2025/03,プライム市場,Prime,26 卸売業,26 Wholesale Trade,122.0,12.2,1.0,206.23,2410.84,10.9,1.2,5133488000000.0,47291657000000.0
2025/03,プライム市場,Prime,27 小売業,27 Retail Trade,135.0,20.2,1.8,142.54,1606.17,25.7,2.2,2051017903710.0,23410750574420.0
2025/03,プライム市場,Prime,28 銀行業,28 Banks,68.0,13.2,0.5,172.33,4938.35,16.1,0.9,4723151847000.0,86472003303000.0
2025/03,プライム市場,Prime,29 証券、商品先物取引業,29 Securities & Commodity Futures,19.0,13.0,1.0,101.32,1320.11,14.2,0.8,503498000000.0,8412474000000.0
2025/03,プライム市場,Prime,30 保険業,30 Insurance,9.0,15.1,1.1,177.75,2384.85,14.2,1.3,1992108000000.0,21289999000000.0
2025/03,プライム市場,Prime,31 その他金融業,31 Other Financing Business,20.0,11.1,0.9,190.57,2379.01,11.6,1.0,902899000000.0,10693891000000.0
2025/03,プライム市場,Prime,32 不動産業,32 Real Estate,50.0,12.7,1.5,187.9,1583.81,13.6,1.2,1374257000000.0,15230337000000.0
2025/03,プライム市場,Prime,33 サービス業,33 Services,159.0,17.3,1.8,105.65,1019.31,34.7,1.5,1261851354194.0,29123349799180.0
2025/03,スタンダード市場,Standard,総合,Composite,1568.0,12.8,0.8,109.63,1757.23,16.5,1.1,1687201980938.0,26402247743938.0
2025/03,スタンダード市場,Standard,総合（金融業を除く）,Non-Financial,1528.0,12.8,0.8,111.03,1762.91,16.5,1.1,1580905590904.0,24629041583938.0
2025/03,スタンダード市場,Standard,　　　　　 製造業,　　　　 Manufacturing ,632.0,11.9,0.7,130.04,2290.79,14.5,0.8,708767245714.0,12928896642313.0
2025/03,スタンダード市場,Standard,　　　　 非製造業,　　　　 Non-Manufacturing ,896.0,13.6,1.0,97.62,1390.56,18.2,1.4,872138345190.0,11700144941625.0
2025/03,スタンダード市場,Standard,1 水産・農林業,"1 Fishery,Agriculture & Forestry",6.0,20.1,1.2,98.36,1677.95,13.2,0.9,4229000000.0,62558000000.0
2025/03,スタンダード市場,Standard,2 鉱業,2 Mining,1.0,6.6,2.0,111.8,364.1,6.6,2.0,7515720000.0,24475720000.0
2025/03,スタンダード市場,Standard,3 建設業,3 Construction,66.0,11.8,0.7,150.99,2482.31,21.2,0.9,55644000000.0,1250549000000.0
2025/03,スタンダード市場,Standard,4 食料品,4 Foods,53.0,16.0,1.2,130.48,1776.54,15.7,1.2,74171960000.0,976156880000.0
2025/03,スタンダード市場,Standard,5 繊維製品,5 Textiles & Apparels,28.0,14.4,0.5,82.13,2154.36,16.3,0.7,19189000000.0,474119000000.0
2025/03,スタンダード市場,Standard,6 パルプ・紙,6 Pulp & Paper,14.0,8.7,0.5,144.9,2378.74,9.8,0.6,12872000000.0,224481000000.0
2025/03,スタンダード市場,Standard,7 化学,7 Chemicals,81.0,15.5,0.7,123.19,2561.07,14.6,0.8,91987000000.0,1679462762313.0
2025/03,スタンダード市場,Standard,8 医薬品,8 Pharmaceutical,8.0,13.8,0.8,75.16,1349.14,10.6,1.4,11112000000.0,84709000000.0
2025/03,スタンダード市場,Standard,9 石油・石炭製品,9 Oil & Coal Products,4.0,9.0,0.7,117.18,1535.11,9.0,0.8,7001000000.0,81434000000.0
2025/03,スタンダード市場,Standard,10 ゴム製品,10 Rubber Products,7.0,9.6,0.7,166.82,2284.74,14.4,0.9,11873000000.0,182001000000.0
2025/03,スタンダード市場,Standard,11 ガラス・土石製品,11 Glass & Ceramics Products,29.0,7.1,0.7,172.94,1806.47,8.8,0.8,54959000000.0,597354000000.0
2025/03,スタンダード市場,Standard,12 鉄鋼,12 Iron & Steel,19.0,8.5,0.5,166.94,3042.68,11.0,0.6,27868000000.0,544569000000.0
2025/03,スタンダード市場,Standard,13 非鉄金属,13 Nonferrous Metals,10.0,16.0,0.8,80.79,1710.51,17.1,1.0,5489000000.0,94540000000.0
2025/03,スタンダード市場,Standard,14 金属製品,14 Metal Products,57.0,11.1,0.5,155.54,3364.38,18.1,0.5,31367000000.0,1053166000000.0
2025/03,スタンダード市場,Standard,15 機械,15 Machinery,102.0,11.4,0.7,143.0,2260.53,25.9,0.8,59959000000.0,2030840000000.0
2025/03,スタンダード市場,Standard,16 電気機器,16 Electric Appliances,98.0,12.7,0.8,121.78,2051.24,13.5,0.9,139977285714.0,2079940000000.0
2025/03,スタンダード市場,Standard,17 輸送用機器,17 Transportation Equipment,43.0,7.8,0.6,193.53,2743.63,9.8,0.6,111661000000.0,1730319000000.0
2025/03,スタンダード市場,Standard,18 精密機器,18 Precision Instruments,16.0,16.9,1.1,53.8,865.73,19.9,1.2,18401000000.0,299084000000.0
2025/03,スタンダード市場,Standard,19 その他製品,19 Other Products,63.0,13.1,0.5,81.91,2176.68,20.2,0.8,30880000000.0,796721000000.0
2025/03,スタンダード市場,Standard,20 電気・ガス業,20 Electric Power & Gas,4.0,"=""－""",0.4,-75.66,3555.23,242.1,0.4,295000000.0,167706000000.0
2025/03,スタンダード市場,Standard,21 陸運業,21 Land Transportation,20.0,8.6,0.6,243.6,3687.81,10.5,0.7,23941000000.0,382888000000.0
2025/03,スタンダード市場,Standard,22 海運業,22 Marine Transportation,6.0,10.3,0.6,141.98,2508.48,9.7,0.5,9226000000.0,175925000000.0
2025/03,スタンダード市場,Standard,23 空運業,23 Air Transportation,2.0,10.2,"=""－""",177.75,-224.16,10.7,1.9,2814000000.0,15491000000.0
2025/03,スタンダード市場,Standard,24 倉庫・運輸関連業,24 Warehousing & Harbor Transportation Services,22.0,11.2,0.5,126.76,2858.9,13.8,0.6,16880000000.0,367244000000.0
2025/03,スタンダード市場,Standard,25 情報・通信業,25 Information & Communication,177.0,17.2,1.7,72.98,758.38,27.2,2.9,169647000000.0,1568490000000.0
2025/03,スタンダード市場,Standard,26 卸売業,26 Wholesale Trade,164.0,10.3,0.7,155.93,2211.49,11.4,0.9,217474000000.0,2804121000000.0
2025/03,スタンダード市場,Standard,27 小売業,27 Retail Trade,171.0,20.5,1.3,56.53,878.12,24.7,1.6,151962869800.0,2361834513072.0
2025/03,スタンダード市場,Standard,28 銀行業,28 Banks,11.0,58.4,0.3,20.55,3441.95,64.1,1.4,11087390034.0,523286160000.0
2025/03,スタンダード市場,Standard,29 証券、商品先物取引業,29 Securities & Commodity Futures,15.0,9.4,0.9,94.67,1026.15,10.6,1.0,24968000000.0,262624000000.0
2025/03,スタンダード市場,Standard,30 保険業,30 Insurance,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2025/03,スタンダード市場,Standard,31 その他金融業,31 Other Financing Business,14.0,16.1,1.2,42.87,597.29,11.7,0.8,70241000000.0,987296000000.0
2025/03,スタンダード市場,Standard,32 不動産業,32 Real Estate,64.0,11.6,0.9,90.78,1221.47,11.2,0.9,84560000000.0,1007012846500.0
2025/03,スタンダード市場,Standard,33 サービス業,33 Services,193.0,15.1,1.2,73.94,937.57,16.3,1.4,127949755390.0,1511849862053.0
2025/03,グロース市場,Growth,総合,Composite,601.0,40.2,2.9,28.26,391.28,189.0,3.3,40614406667.0,2328051888203.0
2025/03,グロース市場,Growth,総合（金融業を除く）,Non-Financial,590.0,43.1,3.0,26.12,381.15,694.2,3.5,10565406667.0,2099289888203.0
2025/03,グロース市場,Growth,　　　　　 製造業,　　　　 Manufacturing ,78.0,"=""－""",4.1,-14.04,247.76,"=""－""",3.8,-72269098000.0,363523327054.0
2025/03,グロース市場,Growth,　　　　 非製造業,　　　　 Non-Manufacturing ,512.0,35.4,2.8,32.23,401.47,71.8,3.4,82834504667.0,1735766561149.0
2025/03,グロース市場,Growth,1 水産・農林業,"1 Fishery,Agriculture & Forestry","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2025/03,グロース市場,Growth,2 鉱業,2 Mining,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2025/03,グロース市場,Growth,3 建設業,3 Construction,7.0,18.5,1.9,66.77,644.94,18.7,2.2,2864000000.0,24858000000.0
2025/03,グロース市場,Growth,4 食料品,4 Foods,4.0,"=""－""",5.0,-84.24,213.97,"=""－""",8.1,-2430000000.0,8179000000.0
2025/03,グロース市場,Growth,5 繊維製品,5 Textiles & Apparels,1.0,37.9,"=""－""",71.81,-12.65,37.9,"=""－""",506653000.0,-89233946.0
2025/03,グロース市場,Growth,6 パルプ・紙,6 Pulp & Paper,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2025/03,グロース市場,Growth,7 化学,7 Chemicals,6.0,"=""－""",3.5,-3.22,384.33,"=""－""",3.9,-264883000.0,21449830000.0
2025/03,グロース市場,Growth,8 医薬品,8 Pharmaceutical,38.0,"=""－""",5.0,-40.96,138.25,"=""－""",4.7,-72571000000.0,142223000000.0
2025/03,グロース市場,Growth,9 石油・石炭製品,9 Oil & Coal Products,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2025/03,グロース市場,Growth,10 ゴム製品,10 Rubber Products,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2025/03,グロース市場,Growth,11 ガラス・土石製品,11 Glass & Ceramics Products,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2025/03,グロース市場,Growth,12 鉄鋼,12 Iron & Steel,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2025/03,グロース市場,Growth,13 非鉄金属,13 Nonferrous Metals,2.0,17.2,1.3,52.28,671.13,21.8,1.2,248000000.0,4607000000.0
2025/03,グロース市場,Growth,14 金属製品,14 Metal Products,1.0,43.8,9.9,101.85,452.41,43.8,9.9,901000000.0,4002000000.0
2025/03,グロース市場,Growth,15 機械,15 Machinery,4.0,"=""－""",4.0,-0.92,206.42,174.7,3.6,296000000.0,14529000000.0
2025/03,グロース市場,Growth,16 電気機器,16 Electric Appliances,6.0,"=""－""",2.1,-7.6,364.25,"=""－""",2.0,-1172000000.0,22060000000.0
2025/03,グロース市場,Growth,17 輸送用機器,17 Transportation Equipment,3.0,15.0,2.1,111.81,780.98,15.1,2.3,2169000000.0,14435000000.0
2025/03,グロース市場,Growth,18 精密機器,18 Precision Instruments,7.0,"=""－""",23.8,-18.87,71.22,"=""－""",3.8,-4358868000.0,53143731000.0
2025/03,グロース市場,Growth,19 その他製品,19 Other Products,6.0,19.4,2.3,64.22,545.88,40.1,2.2,4407000000.0,78984000000.0
2025/03,グロース市場,Growth,20 電気・ガス業,20 Electric Power & Gas,1.0,20.2,4.8,105.41,442.2,20.2,4.8,1986000000.0,8331000000.0
2025/03,グロース市場,Growth,21 陸運業,21 Land Transportation,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2025/03,グロース市場,Growth,22 海運業,22 Marine Transportation,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2025/03,グロース市場,Growth,23 空運業,23 Air Transportation,1.0,10.4,1.1,49.68,461.75,10.4,1.1,2997000000.0,27857000000.0
2025/03,グロース市場,Growth,24 倉庫・運輸関連業,24 Warehousing & Harbor Transportation Services,1.0,71.3,1.2,4.75,293.36,71.3,1.2,49000000.0,3024000000.0
2025/03,グロース市場,Growth,25 情報・通信業,25 Information & Communication,247.0,67.6,3.4,16.6,334.36,"=""－""",4.2,-4088834333.0,669492834000.0
2025/03,グロース市場,Growth,26 卸売業,26 Wholesale Trade,10.0,"=""－""",2.9,-33.7,306.21,"=""－""",3.8,-375000000.0,35378000000.0
2025/03,グロース市場,Growth,27 小売業,27 Retail Trade,32.0,28.4,2.6,39.54,427.0,30.3,2.6,15933784000.0,185982294534.0
2025/03,グロース市場,Growth,28 銀行業,28 Banks,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2025/03,グロース市場,Growth,29 証券、商品先物取引業,29 Securities & Commodity Futures,2.0,6.6,1.4,478.59,2169.97,6.0,1.6,21553000000.0,78748000000.0
2025/03,グロース市場,Growth,30 保険業,30 Insurance,4.0,18.7,1.2,61.59,958.1,22.5,1.3,7982000000.0,138466000000.0
2025/03,グロース市場,Growth,31 その他金融業,31 Other Financing Business,5.0,19.7,3.5,74.01,422.25,67.0,3.0,514000000.0,11548000000.0
2025/03,グロース市場,Growth,32 不動産業,32 Real Estate,21.0,15.9,2.4,120.78,803.49,15.8,2.2,23040000000.0,162098993615.0
2025/03,グロース市場,Growth,33 サービス業,33 Services,192.0,25.4,2.5,43.29,435.71,50.4,3.3,40428555000.0,618744439000.0
2025/03,－,－,大型株,Large ,100.0,20.9,2.0,274.05,2900.76,16.5,1.4,34895638100000.0,402112659000000.0
2025/03,－,－,中型株,Medium ,399.0,17.7,1.3,185.57,2459.49,16.3,1.2,15896193959377.0,217378932220994.0
2025/03,－,－,小型株,Small ,1191.0,14.8,1.0,138.28,2044.15,16.1,1.0,5528418879500.0,86777285691736.0
2025/04,プライム市場,Prime,総合,Composite,1626.0,16.3,1.2,159.65,2209.99,16.5,1.3,56111693489646.0,702677022894204.0
2025/04,プライム市場,Prime,総合（金融業を除く）,Non-Financial,1510.0,16.6,1.3,159.26,2094.33,16.9,1.4,47990036642646.0,575808655591204.0
2025/04,プライム市場,Prime,　　　　　 製造業,　　　　 Manufacturing ,708.0,16.7,1.1,165.85,2546.45,17.3,1.4,27289708950742.0,333602213365433.0
2025/04,プライム市場,Prime,　　　　 非製造業,　　　　 Non-Manufacturing ,802.0,16.4,1.5,153.44,1695.2,16.4,1.4,20700327691904.0,242206442225771.0
2025/04,プライム市場,Prime,1 水産・農林業,"1 Fishery,Agriculture & Forestry",6.0,10.0,0.9,244.67,2656.87,10.4,0.9,71684000000.0,788521000000.0
2025/04,プライム市場,Prime,2 鉱業,2 Mining,4.0,10.2,0.6,290.26,4675.76,5.5,0.5,493774000000.0,5925535000000.0
2025/04,プライム市場,Prime,3 建設業,3 Construction,74.0,15.0,1.1,171.74,2257.25,14.9,1.2,1501751000000.0,18605158978000.0
2025/04,プライム市場,Prime,4 食料品,4 Foods,67.0,18.9,1.2,143.46,2269.15,23.6,1.6,1407942000000.0,20948251358217.0
2025/04,プライム市場,Prime,5 繊維製品,5 Textiles & Apparels,20.0,21.8,1.0,115.77,2487.2,31.5,0.9,111446909091.0,3994643000000.0
2025/04,プライム市場,Prime,6 パルプ・紙,6 Pulp & Paper,10.0,9.3,0.5,175.41,3084.96,11.2,0.5,143572000000.0,2936555000000.0
2025/04,プライム市場,Prime,7 化学,7 Chemicals,119.0,16.8,0.9,137.06,2453.66,19.1,1.2,2343051000000.0,36782235000000.0
2025/04,プライム市場,Prime,8 医薬品,8 Pharmaceutical,34.0,20.8,1.3,129.02,2123.31,31.3,2.0,1395395000000.0,22240086000000.0
2025/04,プライム市場,Prime,9 石油・石炭製品,9 Oil & Coal Products,6.0,6.7,0.7,256.4,2405.7,6.3,0.6,620601000000.0,6460661000000.0
2025/04,プライム市場,Prime,10 ゴム製品,10 Rubber Products,11.0,10.7,0.9,270.25,3401.26,12.6,1.0,500053000000.0,6557179000000.0
2025/04,プライム市場,Prime,11 ガラス・土石製品,11 Glass & Ceramics Products,23.0,16.4,1.1,239.35,3429.28,26.8,0.9,216488000000.0,6531542093647.0
2025/04,プライム市場,Prime,12 鉄鋼,12 Iron & Steel,21.0,8.8,0.7,342.58,4397.03,6.4,0.6,1117450000000.0,12069435000000.0
2025/04,プライム市場,Prime,13 非鉄金属,13 Nonferrous Metals,21.0,70.1,0.8,37.41,3371.97,14.4,0.8,500349000000.0,8577641000000.0
2025/04,プライム市場,Prime,14 金属製品,14 Metal Products,28.0,16.3,0.7,109.91,2741.34,19.6,0.9,220677000000.0,5035226000000.0
2025/04,プライム市場,Prime,15 機械,15 Machinery,113.0,14.6,1.2,210.91,2477.67,18.1,1.6,2569385666667.0,29446382000000.0
2025/04,プライム市場,Prime,16 電気機器,16 Electric Appliances,129.0,21.8,1.4,148.71,2324.23,26.1,2.0,5420112874984.0,68928584815509.0
2025/04,プライム市場,Prime,17 輸送用機器,17 Transportation Equipment,41.0,14.1,0.8,191.12,3237.45,9.0,0.9,8827081500000.0,87205994098060.0
2025/04,プライム市場,Prime,18 精密機器,18 Precision Instruments,28.0,17.6,1.5,162.53,1873.02,20.8,2.6,801024000000.0,6379124000000.0
2025/04,プライム市場,Prime,19 その他製品,19 Other Products,37.0,14.0,1.3,177.44,1904.65,24.7,2.8,1095080000000.0,9508674000000.0
2025/04,プライム市場,Prime,20 電気・ガス業,20 Electric Power & Gas,22.0,6.9,0.7,234.77,2261.12,4.8,0.6,2252393334000.0,16661535874171.0
2025/04,プライム市場,Prime,21 陸運業,21 Land Transportation,38.0,14.5,1.1,198.33,2729.41,13.3,1.1,1694796000000.0,20316501000000.0
2025/04,プライム市場,Prime,22 海運業,22 Marine Transportation,5.0,7.0,0.7,462.51,4473.73,8.4,0.8,632761000000.0,6969357000000.0
2025/04,プライム市場,Prime,23 空運業,23 Air Transportation,2.0,9.8,1.2,271.46,2171.47,9.7,1.2,252631000000.0,2000972000000.0
2025/04,プライム市場,Prime,24 倉庫・運輸関連業,24 Warehousing & Harbor Transportation Services,12.0,13.4,0.9,185.34,2629.12,14.6,1.0,106503000000.0,1638625000000.0
2025/04,プライム市場,Prime,25 情報・通信業,25 Information & Communication,176.0,24.0,2.4,112.19,1135.34,24.2,1.7,3880780100000.0,54428367000000.0
2025/04,プライム市場,Prime,26 卸売業,26 Wholesale Trade,121.0,12.2,1.1,210.19,2436.13,11.2,1.2,5135488000000.0,47211137000000.0
2025/04,プライム市場,Prime,27 小売業,27 Retail Trade,135.0,21.6,1.9,142.65,1609.02,27.2,2.4,2051279903710.0,23411117574420.0
2025/04,プライム市場,Prime,28 銀行業,28 Banks,68.0,12.6,0.4,172.7,4948.51,14.7,0.8,4723151847000.0,86472003303000.0
2025/04,プライム市場,Prime,29 証券、商品先物取引業,29 Securities & Commodity Futures,19.0,12.3,0.9,102.08,1333.59,13.0,0.8,503498000000.0,8412474000000.0
2025/04,プライム市場,Prime,30 保険業,30 Insurance,9.0,14.8,1.1,179.23,2398.36,13.8,1.3,1992108000000.0,21289999000000.0
2025/04,プライム市場,Prime,31 その他金融業,31 Other Financing Business,20.0,11.1,0.9,190.58,2378.82,11.4,1.0,902899000000.0,10693891000000.0
2025/04,プライム市場,Prime,32 不動産業,32 Real Estate,50.0,13.0,1.5,187.9,1583.8,14.0,1.3,1374257000000.0,15230337000000.0
2025/04,プライム市場,Prime,33 サービス業,33 Services,157.0,17.8,1.8,102.62,988.2,35.3,1.5,1252229354194.0,29019277799180.0
2025/04,スタンダード市場,Standard,総合,Composite,1566.0,12.8,0.8,109.13,1756.43,16.8,1.1,1683207176938.0,26354564957938.0
2025/04,スタンダード市場,Standard,総合（金融業を除く）,Non-Financial,1526.0,12.8,0.8,110.51,1762.08,16.7,1.1,1576913786904.0,24581076797938.0
2025/04,スタンダード市場,Standard,　　　　　 製造業,　　　　 Manufacturing ,631.0,11.8,0.7,129.55,2295.41,14.3,0.8,707364245714.0,12920156642313.0
2025/04,スタンダード市場,Standard,　　　　 非製造業,　　　　 Non-Manufacturing ,895.0,13.7,1.0,97.1,1386.07,18.7,1.4,869549541190.0,11660920155625.0
2025/04,スタンダード市場,Standard,1 水産・農林業,"1 Fishery,Agriculture & Forestry",6.0,20.0,1.2,98.36,1677.95,13.6,0.9,4229000000.0,62558000000.0
2025/04,スタンダード市場,Standard,2 鉱業,2 Mining,1.0,6.4,2.0,111.8,364.1,6.4,2.0,7515720000.0,24475720000.0
2025/04,スタンダード市場,Standard,3 建設業,3 Construction,66.0,12.1,0.7,151.12,2487.48,21.9,1.0,55661000000.0,1250676000000.0
2025/04,スタンダード市場,Standard,4 食料品,4 Foods,53.0,16.5,1.2,130.7,1780.73,16.3,1.2,74171960000.0,976156880000.0
2025/04,スタンダード市場,Standard,5 繊維製品,5 Textiles & Apparels,27.0,14.1,0.5,82.28,2184.42,16.2,0.7,18776000000.0,467136000000.0
2025/04,スタンダード市場,Standard,6 パルプ・紙,6 Pulp & Paper,14.0,8.7,0.5,143.81,2383.77,9.8,0.6,12693000000.0,225017000000.0
2025/04,スタンダード市場,Standard,7 化学,7 Chemicals,81.0,15.1,0.7,123.48,2560.42,14.2,0.8,92020000000.0,1680165762313.0
2025/04,スタンダード市場,Standard,8 医薬品,8 Pharmaceutical,8.0,13.7,0.8,75.16,1349.12,10.7,1.4,11112000000.0,84709000000.0
2025/04,スタンダード市場,Standard,9 石油・石炭製品,9 Oil & Coal Products,4.0,8.7,0.7,117.18,1535.11,8.7,0.7,7001000000.0,81434000000.0
2025/04,スタンダード市場,Standard,10 ゴム製品,10 Rubber Products,7.0,9.5,0.7,166.82,2284.74,14.4,0.9,11873000000.0,182001000000.0
2025/04,スタンダード市場,Standard,11 ガラス・土石製品,11 Glass & Ceramics Products,28.0,6.9,0.7,180.35,1849.83,8.9,0.8,55260000000.0,591886000000.0
2025/04,スタンダード市場,Standard,12 鉄鋼,12 Iron & Steel,19.0,8.3,0.5,166.94,3042.68,10.3,0.5,27868000000.0,544569000000.0
2025/04,スタンダード市場,Standard,13 非鉄金属,13 Nonferrous Metals,10.0,16.0,0.8,80.79,1710.51,15.4,0.9,5489000000.0,94540000000.0
2025/04,スタンダード市場,Standard,14 金属製品,14 Metal Products,57.0,10.9,0.5,155.54,3364.38,17.7,0.5,31367000000.0,1053166000000.0
2025/04,スタンダード市場,Standard,15 機械,15 Machinery,102.0,11.3,0.7,142.63,2261.78,26.1,0.8,59646000000.0,2031892000000.0
2025/04,スタンダード市場,Standard,16 電気機器,16 Electric Appliances,99.0,13.0,0.7,117.24,2046.54,13.4,0.9,139533285714.0,2081563000000.0
2025/04,スタンダード市場,Standard,17 輸送用機器,17 Transportation Equipment,43.0,7.7,0.5,193.79,2750.09,9.4,0.6,111661000000.0,1730319000000.0
2025/04,スタンダード市場,Standard,18 精密機器,18 Precision Instruments,16.0,16.1,1.0,53.8,865.73,18.1,1.1,18401000000.0,299084000000.0
2025/04,スタンダード市場,Standard,19 その他製品,19 Other Products,63.0,12.9,0.5,80.91,2181.85,20.2,0.8,30492000000.0,796518000000.0
2025/04,スタンダード市場,Standard,20 電気・ガス業,20 Electric Power & Gas,4.0,"=""－""",0.4,-75.66,3555.23,253.8,0.4,295000000.0,167706000000.0
2025/04,スタンダード市場,Standard,21 陸運業,21 Land Transportation,20.0,8.5,0.6,243.6,3687.81,10.5,0.7,23941000000.0,382888000000.0
2025/04,スタンダード市場,Standard,22 海運業,22 Marine Transportation,6.0,10.4,0.6,141.98,2508.48,10.0,0.5,9226000000.0,175925000000.0
2025/04,スタンダード市場,Standard,23 空運業,23 Air Transportation,2.0,10.5,"=""－""",177.75,-224.16,10.6,1.9,2814000000.0,15491000000.0
2025/04,スタンダード市場,Standard,24 倉庫・運輸関連業,24 Warehousing & Harbor Transportation Services,22.0,11.2,0.5,128.03,2858.57,14.0,0.6,16880000000.0,367244000000.0
2025/04,スタンダード市場,Standard,25 情報・通信業,25 Information & Communication,177.0,17.4,1.7,72.29,756.57,29.0,3.1,167531000000.0,1562726000000.0
2025/04,スタンダード市場,Standard,26 卸売業,26 Wholesale Trade,163.0,10.3,0.7,151.86,2181.04,11.4,0.9,215264000000.0,2783015000000.0
2025/04,スタンダード市場,Standard,27 小売業,27 Retail Trade,171.0,20.0,1.3,58.71,885.31,24.7,1.6,157176869800.0,2373180513072.0
2025/04,スタンダード市場,Standard,28 銀行業,28 Banks,11.0,57.8,0.3,20.55,3441.95,64.9,1.4,11087390034.0,523286160000.0
2025/04,スタンダード市場,Standard,29 証券、商品先物取引業,29 Securities & Commodity Futures,15.0,9.2,0.9,94.67,1026.15,10.6,1.0,24968000000.0,262624000000.0
2025/04,スタンダード市場,Standard,30 保険業,30 Insurance,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2025/04,スタンダード市場,Standard,31 その他金融業,31 Other Financing Business,14.0,15.7,1.1,43.54,598.95,12.0,0.9,70238000000.0,987578000000.0
2025/04,スタンダード市場,Standard,32 不動産業,32 Real Estate,63.0,12.1,0.9,90.45,1237.24,11.5,1.0,80622000000.0,978837846500.0
2025/04,スタンダード市場,Standard,33 サービス業,33 Services,194.0,15.0,1.2,73.94,936.61,16.2,1.4,128393951390.0,1516197076053.0
2025/04,グロース市場,Growth,総合,Composite,610.0,40.1,3.0,28.87,390.43,204.8,3.4,39104184667.0,2369910130149.0
2025/04,グロース市場,Growth,総合（金融業を除く）,Non-Financial,599.0,42.9,3.0,26.78,380.47,846.7,3.6,9055184667.0,2141148130149.0
2025/04,グロース市場,Growth,　　　　　 製造業,　　　　 Manufacturing ,78.0,"=""－""",3.6,-12.75,268.94,"=""－""",3.7,-71973883000.0,373740830000.0
2025/04,グロース市場,Growth,　　　　 非製造業,　　　　 Non-Manufacturing ,521.0,36.0,3.0,32.7,397.17,77.5,3.6,81029067667.0,1767407300149.0
2025/04,グロース市場,Growth,1 水産・農林業,"1 Fishery,Agriculture & Forestry","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2025/04,グロース市場,Growth,2 鉱業,2 Mining,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2025/04,グロース市場,Growth,3 建設業,3 Construction,8.0,20.6,2.1,56.9,567.47,25.3,2.7,2705531000.0,25186459000.0
2025/04,グロース市場,Growth,4 食料品,4 Foods,4.0,"=""－""",4.5,-82.71,212.47,"=""－""",7.5,-2430000000.0,8179000000.0
2025/04,グロース市場,Growth,5 繊維製品,5 Textiles & Apparels,1.0,18.2,8.4,141.97,306.56,18.2,8.4,1061000000.0,2291000000.0
2025/04,グロース市場,Growth,6 パルプ・紙,6 Pulp & Paper,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2025/04,グロース市場,Growth,7 化学,7 Chemicals,6.0,"=""－""",3.7,-3.22,384.33,"=""－""",4.0,-264883000.0,21449830000.0
2025/04,グロース市場,Growth,8 医薬品,8 Pharmaceutical,38.0,"=""－""",4.8,-40.81,136.85,"=""－""",4.9,-72809000000.0,141193000000.0
2025/04,グロース市場,Growth,9 石油・石炭製品,9 Oil & Coal Products,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2025/04,グロース市場,Growth,10 ゴム製品,10 Rubber Products,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2025/04,グロース市場,Growth,11 ガラス・土石製品,11 Glass & Ceramics Products,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2025/04,グロース市場,Growth,12 鉄鋼,12 Iron & Steel,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2025/04,グロース市場,Growth,13 非鉄金属,13 Nonferrous Metals,2.0,16.2,1.3,52.24,670.69,20.6,1.1,248000000.0,4607000000.0
